city,lat,lng,country,population
Tissemsilt,35.6078,1.8111,Algeria,75197.0
Sehwan,26.4193,67.8594,Pakistan,75167.0
Lagoa Santa,-19.6357,-43.8966,Brazil,75145.0
Dongguan,39.0173,111.1267,China,75135.0
Dhrāngadhra,22.98,71.47,India,75133.0
Kunitachi,35.6839,139.4414,Japan,75133.0
Dayr al Balaḩ,31.4178,34.3503,Gaza Strip,75132.0
Pinamungahan,10.27,123.58,Philippines,75131.0
East Kilbride,55.7644,-4.1769,United Kingdom,75120.0
Teyateyaneng,-29.1511,27.7425,Lesotho,75115.0
Broomfield,39.9542,-105.0526,United States,75110.0
Zacatecoluca,13.5,-88.8667,El Salvador,75100.0
Kpalimé,6.9,0.6333,Togo,75084.0
Newcastle under Lyme,53.0109,-2.2278,United Kingdom,75082.0
Mawatagama,7.4322,80.4479,Sri Lanka,75081.0
Burton upon Trent,52.8019,-1.6367,United Kingdom,75074.0
Libon,13.3,123.4333,Philippines,75073.0
Belleville,44.1667,-77.3833,Canada,75052.0
Telêmaco Borba,-24.3239,-50.6158,Brazil,75042.0
Sidi Qacem,34.2167,-5.7,Morocco,75037.0
Gangammapeta,18.498,83.9642,India,75017.0
Puqiancun,23.5797,114.62,China,75006.0
Khejroli,27.37,75.57,India,75000.0
Afak,32.0889,45.2506,Iraq,75000.0
Wisil,5.4281,48.1201,Somalia,75000.0
Feriana,34.95,8.5667,Tunisia,75000.0
Warabi,35.8256,139.6797,Japan,74996.0
Bugallon,15.92,120.18,Philippines,74962.0
Tocumen,9.0894,-79.3831,Panama,74952.0
Chaykovskiy,56.7667,54.15,Russia,74913.0
Panggezhuang,39.6336,116.3178,China,74912.0
Bayreuth,49.9481,11.5783,Germany,74907.0
Jaorā,23.63,75.13,India,74907.0
Kropotkin,45.4333,40.5667,Russia,74893.0
Ārba Minch’,6.0333,37.55,Ethiopia,74879.0
Gönen,40.1014,27.6514,Turkey,74871.0
Fouchana,36.7,10.1667,Tunisia,74868.0
Amakusa,32.4586,130.1931,Japan,74861.0
Tura,25.52,90.22,India,74858.0
Ambājogāi,18.73,76.38,India,74844.0
Palencia,14.6667,-90.3667,Guatemala,74839.0
Detmold,51.9378,8.8833,Germany,74835.0
Upington,-28.45,21.25,South Africa,74834.0
Sinop,-11.8639,-55.5039,Brazil,74831.0
Juchitán de Zaragoza,16.4333,-95.0167,Mexico,74825.0
Paterna,39.5028,-0.4406,Spain,74822.0
Dabra,25.8857,78.3322,India,74807.0
Brick,40.06,-74.1099,United States,74807.0
Ubud,-8.5069,115.2624,Indonesia,74800.0
Sasagawa,37.2865,140.3727,Japan,74778.0
La Paz,-30.75,-59.65,Argentina,74762.0
Usol’ye-Sibirskoye,52.75,103.6333,Russia,74762.0
Darhan,49.4867,105.9228,Mongolia,74738.0
Darhan,49.6167,106.35,Mongolia,74738.0
Urla,38.3222,26.7647,Turkey,74736.0
Pozorrubio,16.12,120.55,Philippines,74729.0
Toffo,6.85,2.0833,Benin,74717.0
Esperanza,6.7167,124.5167,Philippines,74696.0
Tanguiéta,10.6167,1.2667,Benin,74675.0
Tosu,33.3833,130.5,Japan,74673.0
Benidorm,38.5342,-0.1314,Spain,74663.0
Mirpur Mathelo,28.0167,69.5333,Pakistan,74651.0
Cotorro,23.0261,-82.2475,Cuba,74650.0
Janesville,42.6854,-89.0135,United States,74640.0
Dalaguete,9.7612,123.5349,Philippines,74596.0
Piraçununga,-21.9961,-47.4258,Brazil,74587.0
Ouro Prêto,-20.3853,-43.5036,Brazil,74558.0
Stakhanov,48.5681,38.6586,Ukraine,74546.0
Cinisello Balsamo,45.55,9.2167,Italy,74528.0
Dayong,22.4653,113.3004,China,74516.0
Īṭahari̇̄,26.6667,87.2833,Nepal,74501.0
Naro-Fominsk,55.3833,36.7667,Russia,74493.0
Péda-Houéyogbé,6.45,1.9333,Benin,74492.0
Katori,35.6833,140.0333,Japan,74469.0
Kandori,35.6796,139.9062,Japan,74469.0
Novotroitsk,51.2039,58.3114,Russia,74469.0
San Marcos,29.8734,-97.9356,United States,74469.0
Shancheng,34.7904,116.08,China,74459.0
Bilecik,40.1431,29.9792,Turkey,74457.0
San Antonio de Los Altos,10.3744,-66.9669,Venezuela,74422.0
Assab,13.0078,42.7411,Eritrea,74405.0
Gbawe,5.5769,-0.3104,Ghana,74403.0
Skellefteå,64.65,20.85,Sweden,74402.0
Balingasag,8.75,124.78,Philippines,74385.0
Castrop-Rauxel,51.55,7.3167,Germany,74370.0
Wandiwāsh,12.5,79.62,India,74320.0
Ouaké,9.6617,1.3847,Benin,74289.0
Rāmhormoz,31.2753,49.6044,Iran,74285.0
Bongouanou,6.6517,-4.2041,Côte d’Ivoire,74281.0
San Juan Opico,13.8833,-89.35,El Salvador,74280.0
Zlín,49.2331,17.6669,Czechia,74255.0
Miki,34.7936,134.9931,Japan,74255.0
Uspantán,15.3458,-90.8694,Guatemala,74244.0
Silao,20.9478,-101.4281,Mexico,74242.0
San Marcos,13.5833,-89.2167,El Salvador,74221.0
Camarillo,34.223,-119.0321,United States,74210.0
Arnsberg,51.3833,8.0833,Germany,74206.0
Izumiōtsu,34.5,135.4,Japan,74175.0
Canindé,-4.3589,-39.3119,Brazil,74174.0
Eusébio,-3.89,-38.4508,Brazil,74170.0
Mankono,8.0586,-6.1897,Côte d’Ivoire,74165.0
Le Kram,36.8333,10.3167,Tunisia,74132.0
Aprilia,41.5833,12.65,Italy,74126.0
Okegawa,36.0057,139.5427,Japan,74115.0
Meshgīn Shahr,38.3906,47.6742,Iran,74109.0
Al Qā’im,34.3925,40.9895,Iraq,74100.0
Airdrie,51.2917,-114.0144,Canada,74100.0
Balashov,51.5469,43.1733,Russia,74057.0
Jackson,35.6538,-88.8354,United States,74049.0
Cannes,43.5513,7.0128,France,74040.0
Coatepeque,13.9167,-89.5,El Salvador,74038.0
Pennepalli,14.1473,79.8477,India,74037.0
Gūdūr,14.1473,79.8477,India,74037.0
Dubna,56.7364,37.1625,Russia,74032.0
Ayvalık,39.3167,26.6944,Turkey,74030.0
Casoria,40.9,14.3,Italy,74021.0
Pedro Brand,18.5667,-70.0911,Dominican Republic,74016.0
Dothan,31.2336,-85.407,United States,74002.0
Gravesend,51.4415,0.3685,United Kingdom,74000.0
Ra‘ananna,32.1833,34.8667,Israel,74000.0
Brookes Point,8.78,117.83,Philippines,73994.0
Tatebayashi,36.2448,139.5421,Japan,73991.0
Kyōtanabe,34.8144,135.7678,Japan,73985.0
Sherman,33.6273,-96.6221,United States,73984.0
Kahan,29.2982,68.9023,Pakistan,73981.0
Sarai Alamgir,32.9,73.75,Pakistan,73967.0
Singaparna,-7.3497,108.1106,Indonesia,73965.0
Lauderhill,26.1605,-80.2241,United States,73961.0
Le Bardo,36.8092,10.1406,Tunisia,73953.0
Tatsunochō-tominaga,34.8508,134.5453,Japan,73952.0
Majalengka,-6.8353,108.2278,Indonesia,73948.0
Sarnia,42.9994,-82.3089,Canada,73944.0
Pazardzhik,42.1935,24.3328,Bulgaria,73931.0
Harrisonburg,38.4362,-78.8735,United States,73926.0
Tamworth,52.633,-1.695,United Kingdom,73924.0
Vlaardingen,51.9167,4.35,Netherlands,73924.0
Brandenburg,52.4167,12.5333,Germany,73921.0
Samundri,31.0625,72.9542,Pakistan,73911.0
Dumangas,10.83,122.72,Philippines,73899.0
Alicia,16.7787,121.6972,Philippines,73874.0
Dĩ An,10.9039,106.7678,Vietnam,73859.0
Yurihonjō,39.3859,140.0488,Japan,73840.0
Aïn Oulmene,35.9167,5.3,Algeria,73831.0
Cunhinga,-12.2333,16.7833,Angola,73826.0
Bolingbrook,41.6901,-88.1021,United States,73813.0
Hāveri,14.7935,75.4045,India,73805.0
Yelabuga,55.7667,52.0833,Russia,73759.0
Ellicott City,39.2774,-76.8345,United States,73737.0
Verkhnyaya Pyshma,56.9761,60.5944,Russia,73727.0
Drohobych,49.35,23.5,Ukraine,73682.0
Gouda,52.0181,4.7056,Netherlands,73681.0
Tefé,-3.3539,-64.7108,Brazil,73669.0
Tarn Tāran,31.4519,74.9278,India,73638.0
Nandi Hills,0.1037,35.1843,Kenya,73626.0
Birobidzhan,48.8,132.9333,Russia,73623.0
Mangalagiri,16.43,80.55,India,73613.0
João Monlevade,-19.81,-43.1736,Brazil,73610.0
Linares,-35.85,-71.6,Chile,73602.0
Vriddhāchalam,11.5,79.33,India,73585.0
Harrogate,53.9919,-1.5378,United Kingdom,73576.0
Copacabana,6.3333,-75.5,Colombia,73574.0
Cacoal,-11.4386,-61.4472,Brazil,73568.0
Cao Bằng,22.6667,106.2583,Vietnam,73549.0
Târgu Jiu,45.0342,23.2747,Romania,73545.0
Xindian,25.2814,101.5583,China,73530.0
Kallakkurichchi,11.738,78.962,India,73528.0
Bat Khela,34.62,71.97,Pakistan,73525.0
Irecê,-11.3042,-41.8558,Brazil,73524.0
Kasama,36.3452,140.3043,Japan,73521.0
Novoaltaysk,53.3833,83.9333,Russia,73511.0
Kumluca,36.3667,30.2833,Turkey,73496.0
Bandar-e Genāveh,29.5808,50.5172,Iran,73472.0
Tupi,6.33,124.95,Philippines,73459.0
Alexandria,31.2923,-92.4702,United States,73457.0
Battle Creek,42.2985,-85.2296,United States,73448.0
Kāsipālaiyam,11.3156,77.7092,India,73425.0
Lala,7.97,123.75,Philippines,73425.0
Asti,44.9,8.2069,Italy,73421.0
Inuyama,35.3786,136.9445,Japan,73420.0
Pančevo,44.8739,20.6519,Serbia,73401.0
Jose Abad Santos,5.92,125.65,Philippines,73381.0
Ban Plai Bua Phatthana,13.9032,100.3989,Thailand,73369.0
Bagan Si Api-api,2.1667,100.8167,Indonesia,73360.0
Majadahonda,40.4728,-3.8722,Spain,73355.0
Tavşanlı,39.5333,29.4833,Turkey,73306.0
New Britain,41.6759,-72.7862,United States,73301.0
Aguilares,13.95,-89.1833,El Salvador,73300.0
Reconquista,-29.2333,-59.9333,Argentina,73293.0
Sheboygan,43.7403,-87.7316,United States,73268.0
Quillota,-32.8667,-71.25,Chile,73261.0
Fada Ngourma,12.05,0.3667,Burkina Faso,73200.0
Ōtawara,36.8711,140.0156,Japan,73189.0
Pacajus,-4.1725,-38.4606,Brazil,73188.0
Shakargarh,32.2628,75.1583,Pakistan,73160.0
Ragusa,36.925,14.7306,Italy,73159.0
Brunswick,31.1449,-81.4746,United States,73159.0
Ciudadela,-34.6333,-58.5333,Argentina,73155.0
Bula,13.4694,123.2775,Philippines,73143.0
Pattukkottai,10.43,79.32,India,73135.0
Almelo,52.3567,6.6625,Netherlands,73132.0
Gobindgarh,30.6709,76.3019,India,73131.0
Edéa,3.8,10.1333,Cameroon,73128.0
Saint-Nazaire,47.2736,-2.2139,France,73111.0
Brakpan,-26.2353,28.37,South Africa,73080.0
Altoona,40.5082,-78.4007,United States,73070.0
Shibukawa,36.3894,139.0633,Japan,73064.0
Luján de Cuyo,-32.998,-68.873,Argentina,73058.0
Moa,20.6556,-74.9417,Cuba,73053.0
Berdychiv,49.9,28.5667,Ukraine,73046.0
Chaigoubu,37.7868,114.6107,China,73028.0
Santa Rosa de Cabal,4.8667,-75.6167,Colombia,73028.0
Santa Isabel do Pará,-1.2989,-48.1608,Brazil,73019.0
Sharm ash Shaykh,27.8519,34.305,Egypt,73000.0
Lodi,38.1218,-121.2932,United States,72996.0
Redlands,34.0512,-117.1712,United States,72985.0
Naqadeh,36.9547,45.3881,Iran,72975.0
Lappeenranta,61.0667,28.1833,Finland,72959.0
San Vicente del Caguán,2.1167,-74.7667,Colombia,72949.0
Sidi Bibi,30.2333,-9.5333,Morocco,72929.0
Russas,-4.94,-37.9758,Brazil,72928.0
La Dorada,5.4538,-74.6647,Colombia,72925.0
Aschaffenburg,49.9667,9.15,Germany,72918.0
Mackay,-21.1411,149.1858,Australia,72900.0
Khomeyn,33.6422,50.0789,Iran,72882.0
Jōyō,34.8531,135.78,Japan,72869.0
Caguas,18.2319,-66.0388,Puerto Rico,72862.0
Néa Smýrni,37.95,23.7167,Greece,72853.0
Tocoa,15.6576,-86.005,Honduras,72847.0
Jingzhou,37.6911,116.2672,China,72806.0
Caserta,41.0667,14.3333,Italy,72805.0
Dale City,38.6473,-77.3459,United States,72793.0
Chopda,21.25,75.3,India,72783.0
Glen Burnie,39.156,-76.6071,United States,72772.0
Paine,-33.8167,-70.75,Chile,72759.0
Catanauan,13.5917,122.325,Philippines,72752.0
Spijkenisse,51.8333,4.3167,Netherlands,72740.0
Chalchuapa,13.9833,-89.6833,El Salvador,72728.0
Södertälje,59.1978,17.6272,Sweden,72704.0
Amparo,-22.7031,-46.765,Brazil,72677.0
Hương Trà,16.4675,107.5181,Vietnam,72677.0
Yafran,32.0629,12.5267,Libya,72662.0
Carles,11.57,123.13,Philippines,72637.0
Sanwal,27.63,83.65,Nepal,72621.0
Rio do Sul,-27.2139,-49.6428,Brazil,72587.0
Sremska Mitrovica,44.9661,19.6106,Serbia,72580.0
Gaspar,-26.9308,-48.9589,Brazil,72570.0
Mysłowice,50.2333,19.1333,Poland,72553.0
Zhuolu,40.3753,115.215,China,72538.0
Lanxi,46.2664,126.276,China,72528.0
Mount Vernon,40.9136,-73.8291,United States,72528.0
San Dionisio,14.4839,120.9925,Philippines,72522.0
Esmeraldas,-19.7625,-44.3139,Brazil,72512.0
Weligama,5.975,80.4297,Sri Lanka,72511.0
Siruguppa,15.6,77.0,India,72503.0
Nepālgañj,28.05,81.6167,Nepal,72503.0
Tangalla,6.024,80.7911,Sri Lanka,72500.0
Bacacay,13.2925,123.7917,Philippines,72485.0
Hekinan,34.8847,136.9934,Japan,72480.0
Lakeville,44.6774,-93.252,United States,72480.0
Dover,43.1887,-70.8845,United States,72476.0
Lebanon,40.3412,-76.4228,United States,72475.0
Ede,52.0436,5.6667,Netherlands,72460.0
Sipalay,9.75,122.4,Philippines,72448.0
Dazaifu,33.5128,130.5239,Japan,72430.0
Samborondón,-2.1833,-79.8833,Ecuador,72425.0
Longkoucun,23.5742,116.7303,China,72421.0
Alegrete,-29.7839,-55.7911,Brazil,72409.0
Bocholt,51.8333,6.6167,Germany,72409.0
Keshan,48.0263,125.8659,China,72403.0
Candeias,-12.6678,-38.5508,Brazil,72382.0
Yukuhashi,33.7289,130.9831,Japan,72376.0
Sangāreddi,17.6119,78.0819,India,72344.0
Rocklin,38.8075,-121.2489,United States,72340.0
Zogbodomé,7.0833,2.1,Benin,72338.0
Wood Buffalo,57.6042,-111.3284,Canada,72326.0
Kotelniki,55.6617,37.8672,Russia,72311.0
Dambulla,7.86,80.6517,Sri Lanka,72306.0
Goya,-29.1333,-59.25,Argentina,72304.0
Oroquieta,8.48,123.8,Philippines,72301.0
Virudunagar,9.568,77.9624,India,72296.0
Abancay,-13.6333,-72.8833,Peru,72277.0
Penafiel,41.2,-8.2833,Portugal,72265.0
San Fernando,10.17,123.7,Philippines,72224.0
Radès,36.7667,10.2833,Tunisia,72209.0
Palín,14.4039,-90.6986,Guatemala,72203.0
Tlemcen,34.8828,-1.3167,Algeria,72200.0
Turbaná,10.2833,-75.45,Colombia,72168.0
Yoshikawa,35.8939,139.8414,Japan,72139.0
El Banco,8.9983,-73.9747,Colombia,72131.0
Warora,20.23,79.0008,India,72126.0
Tibati,6.4667,12.6333,Cameroon,72081.0
Sault Ste. Marie,46.5333,-84.35,Canada,72051.0
Camalig,13.13,123.67,Philippines,72042.0
Sakrand,26.1381,68.2731,Pakistan,72040.0
Najrān,17.4917,44.1322,Saudi Arabia,72038.0
Framingham,42.3085,-71.4368,United States,72013.0
Bella Vista,-34.5333,-58.6667,Argentina,72000.0
Bailongqiaocun,29.0767,119.5517,China,72000.0
Colón,22.7225,-80.9067,Cuba,72000.0
Chaklāsi,22.65,72.93,India,72000.0
Nilanga,18.1161,76.7525,India,72000.0
Belo Tsiribihina,-19.7016,44.5465,Madagascar,72000.0
Myaydo,19.3667,95.2167,Burma,72000.0
Haka,22.6455,93.605,Burma,72000.0
Al Līth,20.148,40.2722,Saudi Arabia,72000.0
Sonsonate,13.7167,-89.7167,El Salvador,71980.0
Shostka,51.8667,33.4833,Ukraine,71966.0
Wesley Chapel,28.2106,-82.3238,United States,71965.0
Long Mỹ,9.6814,105.5708,Vietnam,71963.0
Borongan,11.6094,125.4361,Philippines,71961.0
San Andrés,12.5847,-81.7006,Colombia,71946.0
Wenping,27.1931,103.5273,China,71943.0
Gumaca,13.921,122.1002,Philippines,71942.0
Noblesville,40.0355,-86.0042,United States,71940.0
Stara Pazova,44.9833,20.1667,Serbia,71931.0
Araranguá,-28.935,-49.4858,Brazil,71922.0
Esbjerg,55.467,8.45,Denmark,71921.0
Goianira,-16.4958,-49.4258,Brazil,71916.0
La Lima,15.4402,-87.9278,Honduras,71910.0
Chiryū,35.0014,137.0506,Japan,71907.0
Tamarac,26.2056,-80.2539,United States,71887.0
Centreville,38.839,-77.4389,United States,71885.0
Čačak,43.8914,20.3497,Serbia,71883.0
Quilāndi,11.439,75.695,India,71873.0
Carpi,44.7833,10.885,Italy,71869.0
São Tomé,0.3361,6.7306,Sao Tome and Principe,71868.0
Mun’gyŏng,36.5939,128.2014,"Korea, South",71863.0
Ishioka,36.1908,140.2872,Japan,71851.0
Maroúsi,38.05,23.8,Greece,71830.0
Jabuticabal,-21.255,-48.3219,Brazil,71821.0
Castro,-24.7893,-50.0123,Brazil,71809.0
Calauag,13.9575,122.2875,Philippines,71809.0
Bozüyük,39.9078,30.0367,Turkey,71806.0
Cajamar,-23.3561,-46.8769,Brazil,71805.0
São Sebastião do Paraíso,-20.9169,-46.9908,Brazil,71796.0
Kresek,-6.1314,106.38,Indonesia,71795.0
Patzún,14.6833,-91.0167,Guatemala,71790.0
Kabarore,-1.6306,30.3787,Rwanda,71769.0
Sambrial,32.16,74.4,Pakistan,71766.0
Piła,53.15,16.7333,Poland,71735.0
Dondo,-9.6942,14.4228,Angola,71715.0
Shrewsbury,52.708,-2.754,United Kingdom,71715.0
Mazabuka,-15.8467,27.7475,Zambia,71700.0
Mānikganj,23.8614,90.0003,Bangladesh,71698.0
Florida,21.5294,-78.2228,Cuba,71676.0
Poinciana,28.1217,-81.4821,United States,71665.0
Ágios Dimítrios,37.9333,23.7333,Greece,71664.0
Noisy-le-Grand,48.8478,2.5528,France,71632.0
Kayes,-4.1683,13.2933,Congo (Brazzaville),71620.0
Sertolovo,60.15,30.2167,Russia,71614.0
Calarcá,4.5333,-75.65,Colombia,71605.0
Tarīn Kōṯ,32.6267,65.8733,Afghanistan,71604.0
Bakıxanov,40.4217,49.9644,Azerbaijan,71600.0
Kawm Umbū,24.4667,32.95,Egypt,71596.0
Mandlā,22.5978,80.3714,India,71579.0
Palmeira dos Índios,-9.4069,-36.6278,Brazil,71574.0
Ostend,51.2258,2.9194,Belgium,71557.0
Saymayl,36.8582,42.8482,Iraq,71557.0
Fairbanks,64.8353,-147.6533,United States,71555.0
Indaial,-26.8978,-49.2319,Brazil,71549.0
Anzhero-Sudzhensk,56.0833,86.0333,Russia,71547.0
La Estrella,6.1667,-75.6667,Colombia,71545.0
Pililla,14.48,121.3,Philippines,71535.0
Santo Tirso,41.3425,-8.4775,Portugal,71530.0
Gosport,50.79,-1.12,United Kingdom,71529.0
Lake Elsinore,33.6847,-117.3344,United States,71516.0
Kirovo-Chepetsk,58.55,50.0,Russia,71498.0
Parang,5.92,120.92,Philippines,71495.0
Dias d’Ávila,-12.6128,-38.2969,Brazil,71485.0
Lomas del Mirador,-34.6667,-58.5297,Argentina,71479.0
Nanfengcun,23.746,111.7966,China,71479.0
Salamá,15.1,-90.2667,Guatemala,71478.0
Camden,39.9361,-75.1073,United States,71471.0
Biankouma,7.7333,-7.6167,Côte d’Ivoire,71470.0
Korgas,44.2125,80.4097,China,71466.0
Lisburn,54.512,-6.031,United Kingdom,71465.0
Lüdenscheid,51.2167,7.6333,Germany,71463.0
Rāyadrug,14.6997,76.8524,India,71445.0
Mamoudzou,-12.7806,45.2278,Mayotte,71437.0
Halmstad,56.6718,12.8556,Sweden,71422.0
Rogers,36.317,-94.1531,United States,71411.0
Binalbagan,10.2,122.87,Philippines,71407.0
Shahrixon,40.7167,72.05,Uzbekistan,71400.0
Bilāra,26.1792,73.7056,India,71396.0
Villa Tunari,-16.9747,-65.4203,Bolivia,71386.0
Huanchaco,-7.7,-79.4333,Peru,71379.0
Campo Formoso,-10.5089,-40.3208,Brazil,71377.0
Sagunto,39.68,-0.2783,Spain,71377.0
Goa,13.6983,123.4889,Philippines,71368.0
Érd,47.3833,18.9167,Hungary,71338.0
Drancy,48.93,2.45,France,71312.0
Vyborg,60.7167,28.7667,Russia,71279.0
Talibon,10.12,124.28,Philippines,71272.0
Las Piedras,-34.7167,-56.2167,Uruguay,71268.0
Ganthier,18.5316,-72.0633,Haiti,71261.0
Blaine,45.1696,-93.2077,United States,71261.0
Jinsha,23.5286,116.615,China,71240.0
Parappanangādi,11.0497,75.8575,India,71239.0
Konongo,6.6167,-1.2167,Ghana,71238.0
Waingapu,-9.65,120.2667,Indonesia,71218.0
Gela,37.0667,14.25,Italy,71217.0
Placetas,22.3158,-79.6556,Cuba,71208.0
Rāyagada,19.17,83.42,India,71208.0
Melong,5.1211,9.9528,Cameroon,71189.0
Fernandópolis,-20.2839,-50.2458,Brazil,71186.0
Musashimurayama,35.7548,139.3874,Japan,71183.0
Morong,14.5127,121.2385,Philippines,71151.0
San Francisco del Rincón,21.0228,-101.86,Mexico,71139.0
Gibara,21.1072,-76.1367,Cuba,71126.0
Ratangarh,28.0787,74.6219,India,71124.0
Wilmington,39.7415,-75.5416,United States,71124.0
Tāndūr,17.2576,77.5875,India,71108.0
Hala,25.81,68.43,Pakistan,71094.0
Bakhmut,48.5947,38.0008,Ukraine,71094.0
Mārkāpur,15.73,79.26,India,71092.0
Terme,41.2092,36.9739,Turkey,71092.0
Bunbury,-33.3272,115.6369,Australia,71090.0
Sihanoukville,10.6333,103.5,Cambodia,71082.0
Mauban,14.1911,121.7308,Philippines,71081.0
Tejupilco,18.9058,-100.1528,Mexico,71077.0
Goianésia,-15.3175,-49.1175,Brazil,71075.0
Alabang,14.4184,121.0385,Philippines,71075.0
Montecristi,-1.05,-80.6667,Ecuador,71066.0
Nadi,-17.8,177.4167,Fiji,71048.0
St. Charles,38.7954,-90.5157,United States,71048.0
Blacksburg,37.23,-80.4279,United States,71014.0
An Nu‘mānīyah,32.5562,45.4129,Iraq,71000.0
Abū Tīj,27.0442,31.3189,Egypt,70969.0
Juayúa,13.8333,-89.7333,El Salvador,70959.0
Malaut,30.19,74.499,India,70958.0
Samraong,14.25,103.5833,Cambodia,70944.0
Kopargo,9.8375,1.5481,Benin,70938.0
Torremolinos,36.6218,-4.5003,Spain,70933.0
Kodungallūr,10.2338,76.1946,India,70868.0
Corozal,9.3333,-75.25,Colombia,70853.0
Gwadar,25.1264,62.3225,Pakistan,70852.0
Neyyāttinkara,8.4,77.08,India,70850.0
Kumanovo,42.1322,21.7144,North Macedonia,70842.0
Dondo,-19.6167,34.75,Mozambique,70817.0
Ejura,7.3856,-1.3562,Ghana,70807.0
Sesvete,45.8311,16.1164,Croatia,70800.0
Zadar,44.117,15.2355,Croatia,70779.0
Waukesha,43.0087,-88.2464,United States,70779.0
Bāpatla,15.9044,80.4675,India,70777.0
Fatehābād,29.52,75.45,India,70777.0
Kalamasseri,10.052,76.3158,India,70776.0
Casas Adobes,32.3423,-111.0113,United States,70770.0
Tumauini,17.27,121.8,Philippines,70743.0
Ostrów Wielkopolski,51.6494,17.8164,Poland,70725.0
Baldwin Park,34.0829,-117.9722,United States,70720.0
Şirvan,39.9323,48.9203,Azerbaijan,70684.0
Al Qurayyā,34.9563,40.5414,Syria,70680.0
Gardēz,33.6,69.2169,Afghanistan,70641.0
Cremona,45.1333,10.0247,Italy,70637.0
Pavia,45.1853,9.155,Italy,70636.0
Paphos,34.7667,32.4167,Cyprus,70635.0
Rugby,52.37,-1.26,United Kingdom,70627.0
Badvel,14.75,79.05,India,70626.0
Loulé,37.144,-8.0235,Portugal,70622.0
Yinying,37.941,113.5602,China,70614.0
Longzhou,38.4348,114.5465,China,70614.0
Karasu,41.1036,30.6936,Turkey,70600.0
Poblacion,10.25,123.95,Philippines,70595.0
Shujaabad,29.8792,71.3028,Pakistan,70595.0
Stafford,52.807,-2.117,United Kingdom,70592.0
Vālpārai,10.3276,76.9553,India,70589.0
Chingford,51.623,0.009,United Kingdom,70583.0
Cabudare,10.0331,-69.2633,Venezuela,70578.0
Cleveland,35.1817,-84.8707,United States,70578.0
Sankaranayinār Kovil,9.16,77.55,India,70574.0
Xangongo,-16.7467,14.9747,Angola,70568.0
Uxbridge,51.5404,-0.4778,United Kingdom,70560.0
Zenica,44.2017,17.9039,Bosnia and Herzegovina,70553.0
Tenkāsi,8.9564,77.3152,India,70545.0
Dublin,37.7161,-121.8963,United States,70542.0
Ankeny,41.7288,-93.6031,United States,70542.0
Bundaberg,-24.8661,152.3494,Australia,70540.0
Maple Grove,45.1089,-93.4626,United States,70539.0
Sūratgarh,29.3177,73.8989,India,70536.0
Quíbor,9.9311,-69.6247,Venezuela,70536.0
Kaukhāli,22.6333,90.0667,Bangladesh,70515.0
Sig,35.5278,-0.1861,Algeria,70499.0
Baiquan,47.6018,126.0819,China,70472.0
Mindelo,16.886,-24.988,Cabo Verde,70468.0
Bayonne,40.6668,-74.1158,United States,70468.0
Palni,10.45,77.5161,India,70467.0
Mubārakpur,26.09,83.29,India,70463.0
Togoch’alē,9.6014,43.3361,Ethiopia,70450.0
Būr Fu’ād,31.2314,32.3253,Egypt,70417.0
Capanema,-1.1958,-47.1808,Brazil,70394.0
Nelamangala,13.102,77.374,India,70393.0
Pavia,10.775,122.5417,Philippines,70388.0
Bayramaly,37.6167,62.15,Turkmenistan,70376.0
Yawata-shimizui,34.8756,135.7075,Japan,70373.0
Linares,24.8597,-99.5647,Mexico,70368.0
Fulda,50.5508,9.6753,Germany,70366.0
Aliaga,15.5036,120.845,Philippines,70363.0
Dandeli,15.2667,74.6167,India,70342.0
Orani,14.8,120.53,Philippines,70342.0
North Richland Hills,32.8604,-97.218,United States,70338.0
Santa María La Pila,15.6056,-89.8125,Guatemala,70321.0
Minxiong,23.5504,120.4457,Taiwan,70316.0
Huwei,23.72,120.4354,Taiwan,70300.0
Celle,52.6256,10.0825,Germany,70293.0
Bopa,6.5833,1.9833,Benin,70268.0
Brumado,-14.2036,-41.6653,Brazil,70268.0
Chapayevsk,52.9833,49.7167,Russia,70228.0
Tataouine,32.9306,10.45,Tunisia,70224.0
Hujra Shah Muqim,30.7333,73.8167,Pakistan,70204.0
Nāndūra Buzurg,20.8333,76.4597,India,70200.0
Dimbokro,6.6505,-4.71,Côte d’Ivoire,70198.0
Rizal,15.71,121.1047,Philippines,70196.0
Eastvale,33.9617,-117.5803,United States,70179.0
Tinambac,13.8183,123.3244,Philippines,70176.0
Pazarcık,37.4894,37.2967,Turkey,70173.0
San Antonio,14.4656,121.0311,Philippines,70134.0
Kabirwala,30.2,70.43,Pakistan,70123.0
Thaba Nchu,-29.2,26.8333,South Africa,70118.0
Eniwa,42.8833,141.5833,Japan,70102.0
Guzhou,25.9278,108.5186,China,70098.0
Guaynabo,18.3832,-66.1134,Puerto Rico,70087.0
Gaura,25.4961,85.9709,India,70081.0
Pan’an,34.7575,105.1135,China,70072.0
